,Player,Pos,Tm,G,MP,PER,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Rk,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,RAPM,RAPM__Off,RAPM__Def,Salary 2020-21
707,Jaylen Nowell,SG,MIN,38,714,12.6,0.3,0.3,0.6,.039,-1.4,-1.7,-3.1,-0.2,357,9.0,21.0,.428,3.1,9.2,.338,5.9,11.8,.497,2.8,3.4,.824,1.2,4.7,5.9,3.9,1.4,0.7,1.8,4.5,23.9,107,118,-0.54,0.04,-0.59,1517981.0
708,Frank Ntilikina,PG,NYK,23,261,7.5,0.0,0.4,0.4,.066,-5.3,1.9,-3.4,-0.1,358,4.6,12.4,.369,3.4,7.3,.474,1.1,5.2,.222,1.5,3.1,.500,1.0,3.8,4.8,2.9,2.9,0.4,1.9,7.3,14.1,101,108,-0.77,-0.52,-0.25,6176578.0
709,Kendrick Nunn,PG,MIA,44,1258,13.5,0.6,1.3,1.9,.074,-0.7,0.0,-0.7,0.4,359,9.3,19.9,.466,3.7,9.7,.377,5.6,10.1,.553,1.7,1.8,.913,0.7,4.8,5.5,4.8,1.7,0.4,2.6,3.3,23.8,107,112,-1.03,-0.81,-0.22,1663861.0
710,David Nwaba,SF,HOU,30,679,14.5,0.8,0.7,1.4,.101,-1.3,1.0,-0.3,0.3,362,7.4,15.3,.486,1.2,4.4,.270,6.2,10.8,.574,3.3,4.8,.691,2.8,5.5,8.3,2.2,2.1,1.5,1.2,4.2,19.3,115,113,-0.08,-0.42,0.34,1862250.0
711,Jordan Nwora,SF,MIL,23,217,14.2,-0.1,0.3,0.3,.057,-1.7,-0.6,-2.3,0.0,363,9.6,22.1,.431,4.6,10.4,.438,5.0,11.7,.426,3.3,4.1,.789,0.9,8.0,8.9,1.5,2.8,1.1,3.7,3.5,26.9,100,107,-0.18,-0.29,0.11,898310.0
712,Semi Ojeleye,PF,BOS,48,853,8.2,0.7,0.5,1.2,.066,-1.4,-1.3,-2.7,-0.2,365,4.5,11.3,.398,3.1,8.1,.383,1.4,3.2,.436,1.4,1.8,.750,1.5,5.9,7.4,2.0,0.7,0.0,1.0,3.0,13.5,116,116,0.43,0.02,0.42,1752950.0
713,Jahlil Okafor,C,DET,18,190,13.5,0.2,0.1,0.4,.092,-1.7,-1.1,-2.8,0.0,366,8.8,15.0,.586,0.5,1.5,.333,8.3,13.4,.615,1.8,2.1,.875,3.4,5.7,9.0,2.8,0.8,0.8,2.6,5.2,19.9,116,115,-0.61,-0.88,0.27,1882867.0
714,Chuma Okeke,PF,ORL,40,983,11.7,0.4,0.9,1.3,.064,-1.8,0.5,-1.3,0.2,367,5.6,13.2,.421,2.0,5.8,.353,3.5,7.4,.473,1.3,1.7,.743,1.9,6.1,7.9,4.4,1.8,1.0,1.6,2.1,14.5,108,113,1.3,-0.11,1.4,3121080.0
715,Josh Okogie,SG,MIN,45,937,8.7,0.2,0.6,0.8,.039,-4.2,0.3,-3.9,-0.5,368,3.9,10.1,.390,1.3,4.4,.287,2.7,5.7,.469,3.2,3.9,.821,2.0,3.7,5.7,2.4,2.3,1.1,1.8,4.9,12.4,106,116,-0.4,0.04,-0.44,2651040.0
716,Onyeka Okongwu,C,ATL,35,373,16.1,0.6,0.5,1.2,.150,-2.7,1.0,-1.7,0.0,369,7.5,12.0,.626,0.0,0.1,.000,7.5,11.9,.633,3.4,5.7,.605,4.5,9.0,13.5,1.1,1.8,2.9,2.0,8.8,18.5,124,109,-0.82,0.42,-1.24,5813640.0
717,Isaac Okoro,SG,CLE,52,1657,7.2,-0.3,1.0,0.7,.020,-4.5,-0.4,-4.9,-1.2,370,4.7,11.1,.425,1.3,4.4,.304,3.4,6.7,.504,2.0,2.8,.723,1.4,2.9,4.3,2.7,1.6,0.7,2.1,4.2,12.8,100,116,-2.66,-1.27,-1.39,6400920.0
718,KZ Okpala,PF,MIA,29,365,4.1,-0.4,0.4,0.0,.000,-6.9,-0.8,-7.7,-0.5,371,3.8,10.6,.359,1.5,6.1,.244,2.3,4.5,.515,0.4,1.4,.300,2.3,5.6,7.9,1.8,1.1,1.1,1.8,6.5,9.5,88,112,-2.2,-1.77,-0.44,1517981.0
719,Victor Oladipo,SG,TOT,33,1080,14.5,-0.6,1.0,0.5,.022,-0.6,-0.9,-1.5,0.1,372,10.4,25.5,.408,3.4,10.6,.326,6.9,14.9,.466,4.6,6.1,.754,0.5,6.5,7.1,6.7,2.0,0.6,3.7,3.6,28.8,100,113,0.09,-0.89,0.98,21000000.0
735,Kelly Olynyk,C-PF,TOT,57,1590,14.4,1.2,2.2,3.4,.104,-0.6,0.7,0.0,0.8,373,7.9,16.5,.479,3.2,9.5,.337,4.7,6.9,.676,2.1,2.5,.817,1.9,9.5,11.4,3.9,1.7,1.1,2.7,5.0,21.0,111,109,2.02,1.36,0.66,12198243.0
744,Miye Oni,SG,UTA,42,372,6.1,0.0,0.4,0.5,.062,-3.5,0.2,-3.3,-0.1,374,3.7,10.7,.341,3.1,9.5,.329,0.5,1.2,.444,0.7,0.8,.833,2.5,6.5,9.0,2.0,0.8,0.9,1.8,6.0,11.1,104,111,0.27,-0.17,0.44,1517981.0
745,Cedi Osman,SF,CLE,49,1179,10.0,-0.5,0.9,0.4,.016,-1.9,-0.8,-2.7,-0.2,375,7.0,19.4,.360,3.3,10.9,.300,3.7,8.5,.436,2.3,3.1,.743,1.2,5.5,6.7,5.3,1.8,0.3,2.2,3.7,19.5,99,114,-2.49,-1.39,-1.1,8750000.0
746,Daniel Oturu,C,LAC,22,94,12.7,0.1,0.1,0.2,.104,-3.7,-1.5,-5.2,-0.1,376,7.4,13.7,.538,0.0,0.5,.000,7.4,13.1,.560,2.6,4.2,.625,4.7,7.9,12.6,3.2,0.5,1.6,2.6,7.4,17.4,114,112,0.76,0.1,0.67,898310.0
747,Kelly Oubre Jr.,SF,GSW,51,1564,13.1,0.0,1.9,1.9,.057,-1.7,-0.6,-2.2,-0.1,377,8.7,19.9,.438,2.5,7.8,.315,6.3,12.1,.517,3.3,4.7,.699,2.2,6.9,9.1,2.1,1.6,1.1,1.9,3.5,23.2,103,111,-1.57,-1.62,0.05,14375000.0
748,Jabari Parker,PF,TOT,5,59,13.5,0.0,0.0,0.0,.027,-1.7,-1.9,-3.6,0.0,378,10.7,16.5,.650,0.0,2.5,.000,10.7,14.0,.765,0.8,1.6,.500,4.1,4.9,9.1,0.8,0.0,1.6,4.1,4.1,22.2,106,119,-0.64,-0.2,-0.43,6916834.0
766,Eric Paschall,PF,GSW,39,676,13.4,0.2,0.6,0.8,.057,-1.7,-1.5,-3.1,-0.2,379,10.0,20.3,.491,1.2,3.7,.321,8.8,16.7,.529,4.4,6.2,.719,1.9,6.7,8.6,3.5,0.8,0.5,2.8,4.5,25.6,105,113,-1.38,-0.77,-0.61,1517981.0
767,Patrick Patterson,PF,LAC,30,424,11.7,0.6,0.4,1.0,.114,-0.1,0.4,0.3,0.2,381,6.3,13.8,.458,3.7,9.7,.386,2.6,4.1,.629,1.4,1.9,.750,1.3,5.1,6.4,2.6,1.4,0.9,1.3,5.0,17.7,121,112,0.02,0.18,-0.16,3814768.0
769,Chris Paul,PG,PHO,56,1767,20.4,4.7,2.5,7.2,.194,2.6,1.4,4.0,2.7,383,9.4,19.3,.484,2.0,5.6,.365,7.3,13.8,.532,3.7,4.0,.931,0.6,6.6,7.2,13.7,2.3,0.3,3.3,3.6,24.5,122,109,2.16,0.82,1.34,41358814.0
770,Cameron Payne,PG,PHO,46,799,15.7,1.4,1.0,2.4,.141,0.4,0.8,1.2,0.7,384,8.0,16.9,.474,2.8,7.0,.404,5.2,9.9,.525,2.2,2.5,.854,0.6,5.9,6.5,10.4,1.7,0.6,3.1,4.8,21.0,118,110,1.63,0.92,0.71,1977011.0
771,Elfrid Payton,PG,NYK,49,1264,13.0,-0.1,1.5,1.4,.052,-1.8,-0.6,-2.4,-0.1,385,9.4,21.2,.444,1.0,3.4,.287,8.4,17.8,.475,2.7,3.9,.697,2.4,4.8,7.2,6.7,1.5,0.4,3.3,3.7,22.6,102,111,-1.53,-0.19,-1.35,5760000.0
773,Norvel Pelle,C,TOT,7,48,12.5,0.0,0.1,0.1,.084,-4.1,2.5,-1.6,0.0,387,5.1,11.2,.455,0.0,0.0,,5.1,11.2,.455,4.1,6.1,.667,5.1,9.1,14.2,1.0,1.0,6.1,3.0,10.2,14.2,102,105,-0.15,-0.04,-0.11,217845.0
789,Mason Plumlee,C,DET,52,1392,18.1,2.6,1.9,4.5,.156,-0.1,1.6,1.5,1.2,390,7.5,12.4,.601,0.0,0.2,.000,7.5,12.2,.613,3.7,5.6,.660,4.8,11.7,16.5,6.4,1.5,1.6,3.4,6.1,18.6,121,109,-1.67,-0.45,-1.22,8000000.0
790,Jakob Poeltl,C,SAS,55,1431,17.4,2.4,2.1,4.4,.149,-0.6,0.8,0.2,0.8,391,7.1,11.3,.626,0.0,0.0,,7.1,11.3,.626,1.4,3.2,.432,6.2,8.7,14.9,3.4,1.2,3.1,2.4,4.4,15.6,122,108,1.21,-0.28,1.49,8101852.0
791,Vincent Poirier,C,PHI,10,39,1.6,-0.2,0.1,-0.1,-0.125,-11.4,-3.2,-14.6,-0.1,392,3.7,14.7,.250,0.0,1.2,.000,3.7,13.5,.273,2.5,7.4,.333,7.4,9.8,17.2,2.5,0.0,3.7,4.9,9.8,9.8,70,106,-0.42,-0.34,-0.08,2619207.0
792,Aleksej Pokusevski,PF,OKC,35,834,6.5,-2.1,0.9,-1.2,-0.071,-5.1,-0.3,-5.4,-0.7,393,5.7,17.4,.329,2.6,9.4,.273,3.1,8.0,.396,1.3,1.6,.786,1.3,8.3,9.6,4.2,0.9,2.2,3.9,2.6,15.3,81,112,-1.09,-0.93,-0.16,2964840.0
793,Jordan Poole,SG,GSW,37,667,14.0,0.5,0.5,1.0,.074,0.4,-1.6,-1.2,0.1,394,9.6,22.3,.429,4.3,12.7,.339,5.3,9.6,.547,4.4,4.9,.900,0.4,3.3,3.7,5.0,1.2,0.4,2.5,4.3,27.9,109,114,0.32,-0.18,0.49,2063280.0
794,Kevin Porter Jr.,SG,HOU,21,664,12.0,-0.4,0.4,0.0,-0.003,-1.9,-2.2,-4.1,-0.4,396,8.6,20.4,.421,2.5,8.7,.289,6.1,11.7,.518,3.6,4.8,.746,1.0,4.7,5.7,9.4,1.2,0.5,5.2,3.5,23.3,99,116,-1.21,-0.63,-0.58,2033160.0
795,Michael Porter Jr.,SF,DEN,47,1451,20.1,3.6,1.5,5.2,.171,3.5,-1.2,2.3,1.6,397,10.9,20.2,.538,4.0,9.2,.433,6.9,11.0,.625,2.7,3.5,.772,2.8,9.6,12.4,1.6,1.0,1.5,1.8,3.3,28.4,126,112,0.7,0.87,-0.17,3550800.0
796,Bobby Portis,C,MIL,53,1122,19.2,2.2,1.6,3.8,.162,1.8,-0.6,1.2,0.9,399,10.4,20.0,.521,2.5,5.3,.465,7.9,14.7,.542,1.6,2.2,.750,3.9,11.8,15.7,2.5,1.7,0.8,1.9,3.7,24.9,120,108,0.96,0.89,0.08,3623000.0
797,Dwight Powell,C,DAL,42,613,14.3,1.2,0.7,2.0,.153,-2.0,1.1,-0.9,0.2,401,5.2,9.9,.528,0.4,1.6,.250,4.8,8.3,.583,4.8,6.2,.779,3.9,7.6,11.5,2.7,2.0,1.2,1.9,7.3,15.7,127,111,1.39,-0.48,1.87,10185185.0
798,Norman Powell,SG-SF,TOT,54,1682,17.0,2.8,1.1,3.9,.112,1.3,-0.5,0.7,1.2,402,10.1,20.8,.486,4.1,9.7,.421,6.0,11.1,.543,5.3,6.2,.860,0.9,3.9,4.8,2.8,1.9,0.4,2.8,3.7,29.6,116,115,-0.35,0.49,-0.85,10865952.0
807,Taurean Prince,PF,TOT,40,884,12.1,0.2,0.8,1.0,.055,-1.3,-0.8,-2.1,0.0,403,7.1,17.7,.400,3.3,8.3,.400,3.8,9.4,.400,3.6,4.2,.855,1.1,6.7,7.7,4.0,1.5,1.3,2.6,4.0,21.1,105,113,-0.83,0.19,-1.02,13942308.0
816,Payton Pritchard,SG,BOS,52,989,11.7,1.1,0.7,1.8,.087,-0.9,-0.8,-1.8,0.1,404,6.8,15.2,.448,3.5,8.4,.412,3.3,6.7,.493,1.2,1.4,.893,1.4,4.3,5.7,4.8,1.4,0.4,2.2,4.3,18.3,116,115,-0.02,0.46,-0.48,2035800.0
817,Immanuel Quickley,PG,NYK,53,1023,16.0,1.5,1.2,2.7,.125,1.6,-0.9,0.7,0.7,405,9.3,24.2,.383,4.6,12.3,.375,4.6,11.9,.391,6.6,7.4,.894,1.1,4.8,5.9,5.4,1.2,0.5,2.2,4.7,29.8,113,111,0.43,0.47,-0.04,2105520.0
818,Julius Randle,PF,NYK,57,2131,19.9,2.8,3.5,6.3,.143,3.0,0.9,4.0,3.2,408,11.3,24.4,.461,2.8,6.9,.405,8.5,17.5,.483,6.3,7.9,.802,1.7,12.3,14.0,8.1,1.3,0.4,4.6,4.2,31.7,111,107,1.47,0.12,1.35,18900000.0
819,Cam Reddish,SF,ATL,26,750,9.4,-0.3,0.7,0.4,.025,-3.2,-0.4,-3.6,-0.3,409,6.3,17.3,.365,2.2,8.3,.262,4.1,9.0,.460,4.4,5.4,.817,1.4,5.4,6.8,2.3,2.2,0.6,2.2,4.5,19.2,100,113,-0.87,0.53,-1.4,4458000.0
820,Naz Reid,C,MIN,56,1084,18.1,1.5,1.0,2.5,.110,-0.3,-0.4,-0.6,0.4,412,10.2,19.9,.513,2.0,5.9,.341,8.2,14.0,.586,4.5,6.1,.730,2.8,8.5,11.2,2.6,1.3,2.6,2.4,6.1,26.9,115,113,-2.48,-2.05,-0.42,1517981.0
821,Nick Richards,PF,CHO,15,55,6.1,0.0,0.0,0.0,.038,-5.6,-2.4,-8.0,-0.1,414,3.5,6.2,.571,0.0,0.0,,3.5,6.2,.571,6.2,9.7,.636,1.8,6.2,7.9,0.9,0.0,0.0,2.6,5.3,13.2,109,118,-0.07,-0.21,0.14,1000000.0
822,Josh Richardson,SG,DAL,46,1465,11.5,0.9,1.0,2.0,.065,-1.5,-0.6,-2.1,0.0,415,6.9,16.2,.428,2.4,7.5,.315,4.6,8.7,.525,2.7,3.0,.910,1.4,4.1,5.5,4.3,1.4,0.6,2.2,3.8,19.0,109,115,-0.95,0.17,-1.11,10800000.0
823,Austin Rivers,SG,NYK,21,442,9.6,0.1,0.5,0.6,.065,-2.3,-0.7,-3.0,-0.1,417,6.5,15.2,.430,3.2,8.7,.364,3.4,6.5,.517,1.1,1.6,.714,0.6,4.7,5.3,4.7,1.4,0.0,2.5,3.6,17.4,106,111,-0.2,0.02,-0.22,3174603.0
824,Andre Roberson,SG,BRK,5,63,4.2,-0.1,0.1,-0.1,-0.043,-5.1,-1.2,-6.2,-0.1,418,1.5,10.7,.143,0.8,6.1,.125,0.8,4.6,.167,0.8,1.5,.500,5.4,6.1,11.5,3.1,2.3,0.8,1.5,3.1,4.6,79,113,-0.88,-0.56,-0.32,152839.0
825,Duncan Robinson,SF,MIA,58,1860,10.8,1.5,1.6,3.1,.080,-0.3,-0.7,-1.0,0.5,419,6.7,15.3,.440,5.4,13.2,.409,1.4,2.2,.630,1.3,1.6,.847,0.1,5.4,5.5,2.9,0.9,0.4,1.8,3.9,20.2,112,113,-0.35,-1.29,0.94,1663861.0
826,Glenn Robinson III,SF,SAC,23,369,9.1,0.3,-0.1,0.2,.028,-1.9,-2.8,-4.6,-0.2,420,5.5,12.9,.424,2.1,5.7,.364,3.4,7.1,.473,2.7,3.0,.913,1.4,4.4,5.8,2.6,0.5,0.4,1.4,3.0,15.7,113,122,-2.52,-0.83,-1.69,930930.0
827,Jerome Robinson,SG,WAS,17,305,4.1,-0.7,0.3,-0.4,-0.060,-6.5,-1.1,-7.6,-0.4,421,4.2,14.4,.295,1.7,6.4,.262,2.6,8.0,.321,2.4,3.0,.800,0.6,5.1,5.7,3.8,1.8,0.9,2.9,4.7,12.6,80,113,-1.76,-0.78,-0.99,3737520.0
828,Mitchell Robinson,C,NYK,31,853,17.7,1.7,1.6,3.4,.190,-0.3,1.1,0.9,0.6,423,6.7,10.3,.653,0.0,0.0,,6.7,10.3,.653,1.5,3.1,.491,6.6,8.1,14.7,1.0,2.0,2.6,1.5,5.0,15.0,131,104,0.32,-1.26,1.59,1663861.0
829,Isaiah Roby,PF,OKC,47,1103,12.7,0.1,1.3,1.4,.060,-3.1,0.4,-2.7,-0.2,424,7.0,13.9,.500,1.1,3.3,.338,5.8,10.6,.551,2.9,4.1,.716,3.2,8.4,11.6,3.8,1.6,1.4,3.8,5.5,18.0,104,111,-0.22,0.13,-0.35,1517981.0
830,Rajon Rondo,PG,TOT,35,546,11.3,0.0,0.5,0.6,.051,-1.9,0.1,-1.7,0.0,425,5.7,13.6,.417,2.2,5.5,.393,3.5,8.1,.433,0.6,0.7,.875,0.8,5.6,6.4,12.2,2.3,0.3,4.8,3.8,14.2,104,113,-0.94,-0.88,-0.05,7500000.0
839,Derrick Rose,PG,TOT,37,899,16.5,0.4,1.1,1.5,.078,0.4,-0.2,0.3,0.5,426,10.5,24.3,.431,1.9,5.3,.354,8.6,19.0,.452,4.5,5.3,.845,0.8,3.7,4.5,8.2,2.2,0.9,3.2,2.1,27.3,106,111,-0.99,-1.43,0.44,7682927.0
848,Terrence Ross,SG,ORL,46,1347,13.2,0.0,1.1,1.0,.037,-1.3,-1.1,-2.4,-0.1,427,9.2,22.3,.412,3.2,9.6,.337,6.0,12.8,.469,4.3,5.0,.870,0.5,5.2,5.7,3.9,1.7,0.8,2.7,3.2,26.0,103,114,-1.59,-1.5,-0.09,13500000.0
849,Terry Rozier,SG,CHO,53,1802,17.8,2.8,1.5,4.4,.117,2.7,-0.7,2.0,1.8,428,10.7,22.8,.468,4.8,11.9,.405,5.9,11.0,.536,3.4,4.1,.824,0.8,5.3,6.1,5.4,1.9,0.6,2.8,2.5,29.5,115,114,-0.75,0.36,-1.12,18900000.0
850,Ricky Rubio,PG,MIN,54,1413,13.2,1.2,0.9,2.1,.071,-2.3,-0.3,-2.6,-0.2,429,4.9,13.0,.379,1.6,5.2,.301,3.3,7.8,.431,3.8,4.4,.856,0.7,5.1,5.8,11.9,2.6,0.1,3.2,3.8,15.2,111,116,-1.35,-0.99,-0.36,17000000.0
851,Domantas Sabonis,PF,IND,53,1892,19.7,2.9,2.4,5.3,.135,2.0,1.0,3.0,2.4,431,10.0,19.2,.520,1.1,3.5,.302,8.9,15.7,.568,5.5,7.5,.731,3.4,12.1,15.5,8.0,1.5,0.7,4.5,4.5,26.5,114,110,-1.6,-0.88,-0.72,17187500.0
852,JaKarr Sampson,PF,IND,21,169,10.9,0.0,0.2,0.1,.042,-4.8,-2.5,-7.2,-0.2,433,7.6,17.2,.443,0.6,2.5,.222,7.0,14.7,.481,3.9,6.2,.636,4.8,8.5,13.3,0.6,0.6,2.0,2.0,7.9,19.7,102,113,0.99,0.58,0.41,1882867.0
853,Mike Scott,PF,PHI,38,662,6.1,-0.2,0.9,0.7,.049,-3.5,0.1,-3.4,-0.2,437,4.1,11.4,.354,3.0,8.9,.333,1.1,2.5,.429,0.4,0.7,.600,0.7,6.4,7.1,1.7,1.4,0.5,1.2,4.0,11.5,98,109,-0.46,-0.91,0.45,5005350.0
854,Collin Sexton,SG,CLE,48,1718,17.8,2.2,0.9,3.1,.087,1.6,-1.8,-0.2,0.8,438,12.3,25.4,.482,2.2,6.0,.370,10.0,19.5,.516,6.7,8.2,.818,1.2,2.9,4.1,5.6,1.5,0.2,3.6,3.7,33.4,111,117,-1.6,-1.61,0.02,4991880.0
